repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
uber/h3-js,450..999,967,2025-09-19T21:24:56Z,package.json,16,0,,,,,0
pallets-eco/flask-debugtoolbar,450..999,966,2025-09-03T11:35:15Z,package.json,0,0,,,,,0
developit/preact-boilerplate,450..999,967,2025-09-17T17:06:03Z,package.json,51,3,"GHSA-cf66-xwfp-gvc4,GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-30359,CVE-2018-14732,CVE-2025-30360",7.5,"HIGH,MODERATE,MODERATE",0
hoothin/SearchJumper,450..999,965,2025-09-21T14:25:06Z,package.json,19,0,,,,,0
imgix/imgix.js,450..999,965,2025-08-31T14:23:26Z,package.json,24,1,,CVE-2020-26226,"8.1,8.1,8.1,8.1",,0
zachleat/speedlify,450..999,961,2025-09-03T11:20:42Z,package.json,11,0,,,,,0
dyatko/arkit,450..999,966,2025-09-16T17:33:59Z,package.json,54,1,GHSA-c75v-2vq8-878f,CVE-2021-4231,,MODERATE,2
liujuntao123/smart-mermaid,450..999,961,2025-09-22T08:32:55Z,package.json,38,6,"GHSA-7rqq-prvp-x9jh,GHSA-4342-x723-ch2f,GHSA-g5qg-72qw-gw5v,GHSA-r2fc-ccr8-96c4,GHSA-8gwm-58g9-j8pw,GHSA-xv57-4mr9-wg8v","CVE-2025-55173,CVE-2025-57822,CVE-2025-54880,CVE-2025-57752,CVE-2025-54881,CVE-2025-49005",,"MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE",0
webpack-contrib/less-loader,450..999,960,2025-08-24T11:51:52Z,package.json,34,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
glowing-bear/glowing-bear,450..999,959,2025-09-07T11:03:46Z,package.json,28,13,"GHSA-4p4w-6hg8-63wx,GHSA-mqm9-c95h-x2p6,GHSA-95jq-xph2-cx9h,GHSA-j58c-ww9w-pwp5,GHSA-2qqx-w9hr-q5gx,GHSA-prc3-vjfx-vhm9,GHSA-4w4v-5hc9-xrr2,GHSA-q58r-hwc8-rm9j,GHSA-2vrf-hf26-jrp5,GHSA-m2h2-264f-f486,GHSA-qwqh-hm9m-p5hr,GHSA-m9gf-397r-hwpg","CVE-2024-8372,CVE-2025-2336,CVE-2025-1647,CVE-2023-26118,CVE-2024-21490,CVE-2024-8373,CVE-2025-0716,CVE-2021-4231,CVE-2023-26116,CVE-2022-25844,CVE-2022-25869,CVE-2025-8101,CVE-2023-26117","3.5,5.3","HIGH,MODERATE,MODERATE,HIGH,LOW,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE",3
gramps-project/gramps-web,450..999,964,2025-09-22T19:05:28Z,package.json,66,1,GHSA-33vc-wfww-vjfv,CVE-2025-9910,,MODERATE,0
NASAWorldWind/WebWorldWind,450..999,955,2025-09-20T07:17:52Z,package.json,16,5,"GHSA-7x7c-qm48-pq9c,GHSA-rc3x-jf5g-xvc5,GHSA-j383-35pm-c5h4,GHSA-hcj4-xf6x-63wj,GHSA-rm36-94g8-835r","CVE-2022-1537,CVE-2022-0436,CVE-2022-37602,CVE-2022-0437,CVE-2021-23495","7.8,5.4","MODERATE,HIGH,CRITICAL,MODERATE,MODERATE",1
sindresorhus/hasha,450..999,954,2025-09-12T17:19:07Z,package.json,6,0,,,,,0
compdemocracy/polis,450..999,969,2025-09-22T13:54:24Z,package.json,258,19,"GHSA-wr3j-pwj9-hqq6,GHSA-4vvj-4cpr-p986,GHSA-gxr4-xjj5-5px2,GHSA-rmxg-73gg-4p98,GHSA-cm5g-3pgc-8rg4,GHSA-rv95-896h-c2vc,GHSA-q849-wxrc-vqrp,GHSA-wx77-rp39-c6vg,GHSA-4hjh-wcwx-xvwj,GHSA-4v9v-hfq4-rm2v,GHSA-qw6h-vgh9-j6wx,GHSA-8f93-rv4p-x4jw,GHSA-p8p7-x288-28g6,GHSA-9jgg-88mc-972h,GHSA-jj78-5fmv-mv28,GHSA-6c3j-c64m-qhgq,GHSA-cm22-4g7w-348p,GHSA-7xfp-9c55-5vqj,GHSA-jpcq-cgw6-v4j6","CVE-2024-10491,CVE-2024-29180,CVE-2017-16026,CVE-2023-28155,BIT-drupal-2020-11022,CVE-2024-43796,CVE-2024-29041,CVE-2025-30360,CVE-2015-9251,CVE-2025-58754,CVE-2020-11022,CVE-2024-9266,CVE-2024-43800,CVE-2024-43788,CVE-2020-11023,CVE-2025-30359,CVE-2021-43138,BIT-drupal-2020-11023,CVE-2019-11358","6.9,7.8,6.1,5.0,4.0,6.4,5.0","MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,CRITICAL,MODERATE,LOW,MODERATE,LOW,HIGH,MODERATE,MODERATE,LOW",5
asyncapi/generator,450..999,955,2025-09-22T19:11:02Z,package.json,83,13,"GHSA-28xr-mwxg-3qc8,GHSA-p6mc-m468-83gw,GHSA-f8q6-p94x-37v3,GHSA-r683-j2x4-v87g,GHSA-9p95-fxvg-qgq2,GHSA-9w5j-4mwv-2wj8,GHSA-29mw-wpgm-hmr9,GHSA-x77j-w7wf-fjmw,GHSA-35jh-r3h4-6jhm,GHSA-w7rc-rwvf-8q5r,GHSA-c2qf-rxjj-qqgw,GHSA-7r3h-m5j6-3q42,GHSA-gcx4-mw62-g8wm","CVE-2021-23337,CVE-2022-25912,CVE-2022-25860,CVE-2020-15168,CVE-2022-35954,CVE-2022-0235,CVE-2023-2142,CVE-2022-3517,CVE-2020-28500,CVE-2022-24066,CVE-2024-47068,CVE-2022-25883,CVE-2020-8203","6.1,7.5,7.2,6.1,8.8,8.1,5.3","MODERATE,HIGH,HIGH,MODERATE,HIGH,HIGH,MODERATE,LOW,HIGH,HIGH,HIGH,CRITICAL,HIGH",3
ztoben/assets-webpack-plugin,450..999,953,2025-09-02T06:44:42Z,package.json,16,2,"GHSA-hc6q-2mpp-qw7j,GHSA-4vvj-4cpr-p986","CVE-2024-43788,CVE-2023-28154",6.4,"CRITICAL,MODERATE",0
ooade/NextSimpleStarter,450..999,951,2025-09-16T21:09:05Z,package.json,17,0,,,,,0
offen/offen,450..999,955,2025-09-20T20:18:43Z,package.json,73,1,GHSA-x7hr-w5r2-h6wg,CVE-2024-53382,,MODERATE,0
githubdulong/Script,450..999,946,2025-09-22T07:12:33Z,package.json,0,0,,,,,0
igorshubovych/markdownlint-cli,450..999,949,2025-09-22T13:03:10Z,package.json,16,0,,,,,0
browserpass/browserpass-extension,450..999,947,2025-09-17T03:53:28Z,package.json,13,0,,,,,0
echo094/decode-js,450..999,946,2025-09-20T18:17:04Z,package.json,11,0,,,,,0
sensorsdata/sa-sdk-javascript,450..999,943,2025-09-09T13:03:50Z,package.json,0,0,,,,,0
aliyunvideo/AliyunPlayer_Web,450..999,953,2025-09-11T19:24:37Z,package.json,116,19,"GHSA-vg6x-rcgg-rjx6,GHSA-r8f7-9pfq-mjmv,GHSA-4vvj-4cpr-p986,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-566m-qj78-rww5,GHSA-64vr-g452-qvp3,GHSA-356w-63v5-8wf4,GHSA-9v62-24cr-58cx,GHSA-4v9v-hfq4-rm2v,GHSA-g4jq-h2w9-997c,GHSA-cf66-xwfp-gvc4,GHSA-7fh5-64p2-3v2j,GHSA-9jgg-88mc-972h,GHSA-jqfw-vq24-v9c3,GHSA-968p-4wvh-cqc8,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-xcj6-pq6g-qj4x","CVE-2025-46565,CVE-2018-14732,CVE-2025-24010,CVE-2025-31486,CVE-2020-24025,CVE-2023-44270,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-58752,CVE-2025-30208,CVE-2024-43788,CVE-2025-30359,CVE-2025-30360,CVE-2025-31125,CVE-2025-27789,CVE-2025-32395,CVE-2021-23382","5.3,5.3,6.4,7.5,5.3,5.3","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE",8
infokiller/web-search-navigator,450..999,944,2025-09-22T03:02:02Z,package.json,19,0,,,,,0
pengan1987/computer-museum-dnbwg,450..999,943,2025-09-21T20:15:33Z,package.json,0,0,,,,,0
sveltejs/vite-plugin-svelte,450..999,951,2025-09-22T19:12:06Z,package.json,78,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW",0
maxzhang666/OneKeyVip,450..999,941,2025-09-22T19:30:04Z,package.json,0,0,,,,,0
codeforequity-at/botium-speech-processing,450..999,943,2025-08-23T03:13:45Z,package.json,51,17,"GHSA-qw6h-vgh9-j6wx,GHSA-wf5p-g6vw-rhxx,GHSA-fjgf-rc76-4x9p,GHSA-qrpm-p2h7-hrv2,GHSA-g5hg-p3ph-g8qg,GHSA-3h5v-q93c-6h6q,GHSA-mwcw-c2x4-8c55,GHSA-44fp-w29j-9vj5,GHSA-cph5-m8f7-6c5x,GHSA-fxwf-4rqh-v8g3,GHSA-4pg4-qvpc-4q3h,GHSA-25hc-qcg6-38wj,GHSA-rv95-896h-c2vc,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-p8p7-x288-28g6","CVE-2024-55565,CVE-2025-47935,CVE-2025-47944,CVE-2021-3749,CVE-2024-37890,CVE-2023-28155,CVE-2021-23566,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2024-29041,CVE-2024-43796,CVE-2020-28481,CVE-2025-58754,CVE-2025-7338,CVE-2025-48997,CVE-2024-38355","5.3,4.0,0.0,5.0,0.0","HIGH,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,LOW,MODERATE,MODERATE,HIGH,HIGH,HIGH",1
uiv-lib/uiv,450..999,941,2025-09-13T17:57:51Z,package.json,28,19,"GHSA-8hc4-vh64-cxmj,GHSA-g4jq-h2w9-997c,GHSA-vg6x-rcgg-rjx6,GHSA-q58r-hwc8-rm9j,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-hjwq-mjwj-4x6c,GHSA-jqfw-vq24-v9c3,GHSA-64vr-g452-qvp3,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-p2ph-7g93-hw3m,GHSA-9r9m-ffp6-9x4v,GHSA-356w-63v5-8wf4,GHSA-x8qp-wqqm-57ph,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-xcj6-pq6g-qj4x","CVE-2024-39338,CVE-2025-1647,CVE-2025-46565,CVE-2025-32395,CVE-2025-31486,CVE-2025-27597,CVE-2025-30208,CVE-2025-58754,CVE-2024-52810,CVE-2025-24010,CVE-2024-45812,CVE-2024-45811,CVE-2025-27152,CVE-2025-58751,CVE-2024-57965,CVE-2025-53892,CVE-2025-31125,CVE-2025-58752,CVE-2024-52809","0.0,5.3","HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,MODERATE",0
nttgin/BGPalerter,450..999,940,2025-09-20T15:47:19Z,package.json,34,0,,,,,0
templui/templui,450..999,937,2025-09-22T18:49:10Z,package.json,8,1,GHSA-qw6h-vgh9-j6wx,CVE-2024-43796,5.0,LOW,0
fogsightai/fogsight,450..999,934,2025-09-22T09:18:35Z,package.json,0,0,,,,,0
ttttmr/Wechat2RSS,450..999,932,2025-09-22T06:10:24Z,package.json,1,0,,,,,0
i18next/i18next-browser-languageDetector,450..999,935,2025-09-20T16:19:58Z,package.json,28,2,"GHSA-gcx4-mw62-g8wm,GHSA-968p-4wvh-cqc8","CVE-2025-27789,CVE-2024-47068",6.1,"HIGH,MODERATE",0
sindresorhus/load-grunt-tasks,450..999,928,2025-09-11T17:55:52Z,package.json,8,3,"GHSA-j383-35pm-c5h4,GHSA-m5pj-vjjf-4m3h,GHSA-rm36-94g8-835r","CVE-2022-1537,CVE-2022-0436,CVE-2020-7729",7.8,"HIGH,MODERATE,HIGH",1
Robbendebiene/Gesturefy,450..999,926,2025-09-21T21:19:29Z,package.json,0,0,,,,,0
MuYunyun/reactSPA,450..999,930,2025-08-09T08:18:56Z,package.json,79,12,"GHSA-5q6m-3h65-w53x,GHSA-8mmm-9v2q-x3f9,GHSA-9jgg-88mc-972h,GHSA-wc69-rhjr-hc9g,GHSA-3xgq-45jj-v275,GHSA-c7qv-q95q-8v27,GHSA-446m-mv8f-q348,GHSA-8hfj-j24r-96c4,GHSA-fq5x-7292-2p5r,GHSA-qcg2-h349-vwm3,GHSA-29gp-92wp-94q8,GHSA-4v9v-hfq4-rm2v","CVE-2022-24785,CVE-2017-18214,CVE-2022-37611,CVE-2018-6342,CVE-2022-31129,CVE-2021-24033,CVE-2024-21538,CVE-2021-31712,CVE-2025-30359,CVE-2025-30360,CVE-2025-3191,CVE-2024-21536","7.5,7.5,5.6","MODERATE,MODERATE,MODERATE,LOW,HIGH,HIGH,HIGH,HIGH,CRITICAL,HIGH,MODERATE,HIGH",4
BlueWallet/LndHub,450..999,927,2025-09-22T13:56:46Z,package.json,28,6,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc,GHSA-r683-j2x4-v87g,GHSA-7v5v-9h63-cj86,GHSA-p8p7-x288-28g6","CVE-2024-37168,CVE-2024-43796,CVE-2024-29041,CVE-2023-32732,CVE-2022-0235,CVE-2023-28155","5.3,5.0,8.8,5.3","MODERATE,LOW,MODERATE,HIGH,MODERATE",2
endojs/endo,450..999,935,2025-09-22T09:11:01Z,package.json,168,3,"GHSA-3h5v-q93c-6h6q,GHSA-qx4v-6gc5-f2vv","CVE-2024-37890,SNYK-JS-TYPEPARSERS-3335997,CVE-2018-18240",9.8,"UNKNOWN,HIGH,MODERATE",0
JetBrains/mcp-jetbrains,450..999,925,2025-09-22T03:28:40Z,package.json,5,0,,,,,0
tektoncd/dashboard,450..999,929,2025-09-21T21:20:13Z,package.json,63,2,GHSA-9crc-q9x8-hgqq,"CVE-2025-24964,CVE-2024-47068",6.1,CRITICAL,0
saimn/sigal,450..999,925,2025-09-14T00:01:32Z,package.json,0,0,,,,,0
firebase/quickstart-nodejs,450..999,926,2025-09-21T23:27:06Z,package.json,18,9,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-5r98-f33j-g8h7,GHSA-4vvj-4cpr-p986,GHSA-9h6g-pr28-7cqp,GHSA-3wf4-68gx-mph8,GHSA-rv95-896h-c2vc,GHSA-vm32-9rqf-rh3r,GHSA-8cc4-rfj6-fhg4","CVE-2024-43788,CVE-2024-43796,CVE-2024-45590,CVE-2024-29041,CVE-2024-47829,CVE-2024-53866,CVE-2024-11023,CVE-2023-37478","7.5,5.0,6.4","HIGH,MODERATE,MODERATE,MODERATE,LOW,HIGH,MODERATE,MODERATE,MODERATE",1
ebaauw/homebridge-hue,450..999,924,2025-09-19T19:33:50Z,package.json,3,0,,,,,0
dimdenGD/ultimate-express,450..999,928,2025-09-22T14:17:41Z,package.json,60,2,GHSA-2rq5-699j-x7p6,"CVE-2023-25345,CVE-2023-25344",9.8,HIGH,0
ossf/wg-best-practices-os-developers,450..999,923,2025-09-22T15:04:43Z,package.json,2,0,,,,,0
tschaub/mock-fs,450..999,921,2025-08-27T14:49:32Z,package.json,6,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
prerender/prerender-node,450..999,920,2025-09-10T10:55:55Z,package.json,14,9,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-jj78-5fmv-mv28,GHSA-gwg9-rgvj-4h5j,GHSA-cm5g-3pgc-8rg4,GHSA-rv95-896h-c2vc,GHSA-3965-hpx2-q597,GHSA-p493-635q-r6gr,GHSA-p8p7-x288-28g6","CVE-2024-10491,CVE-2024-45590,CVE-2024-36361,CVE-2021-21353,CVE-2023-28155,CVE-2019-5413,CVE-2024-43796,CVE-2024-29041,CVE-2024-9266","9.8,7.5,4.0,6.8,5.0","CRITICAL,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,LOW",0
sindresorhus/p-retry,450..999,919,2025-09-19T10:03:53Z,package.json,5,0,,,,,0
Meteor-Community-Packages/meteor-simple-schema,450..999,917,2025-08-13T15:07:48Z,package.json,12,0,,,,,0
sindresorhus/get-port,450..999,914,2025-09-19T01:29:11Z,package.json,4,0,,,,,0
notrab/create-react-app-redux,450..999,914,2025-09-10T18:45:08Z,package.json,12,0,,,,,0
mixpanel/mixpanel-js,450..999,916,2025-09-22T18:58:33Z,package.json,31,3,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc,GHSA-p8p7-x288-28g6","CVE-2023-28155,CVE-2024-43796,CVE-2024-29041","5.0,6.1","MODERATE,LOW,MODERATE",0
bee-queue/arena,450..999,916,2025-09-21T07:48:56Z,package.json,34,13,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-p6mc-m468-83gw,GHSA-wc69-rhjr-hc9g,GHSA-8hfj-j24r-96c4,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-rv95-896h-c2vc,GHSA-x2pg-mjhr-2m5x,GHSA-fr76-2wp8-fp92","CVE-2021-23337,CVE-2022-24785,CVE-2020-26226,CVE-2024-45590,CVE-2021-32820,CVE-2022-31129,CVE-2022-39288,BIT-handlebars-2021-32820,CVE-2024-43796,CVE-2024-29041,CVE-2020-28500,CVE-2022-31051,CVE-2020-8203","7.2,7.5,5.0,8.1,8.1,7.5,7.5,8.1,5.0,8.1","HIGH,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,LOW,HIGH,LOW,MODERATE",1
HemmeligOrg/Hemmelig.app,450..999,920,2025-09-21T20:41:10Z,package.json,70,5,"GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-mg2h-6x62-wpwc,GHSA-mwcw-c2x4-8c55,GHSA-jqfw-vq24-v9c3","CVE-2024-55565,CVE-2025-32442,CVE-2025-46565,CVE-2025-58752,CVE-2025-58751",5.3,"MODERATE,MODERATE,LOW,LOW,HIGH",0
quanru/obsidian-example-lifeos,450..999,914,2025-09-22T14:57:32Z,package.json,0,0,,,,,0
ruby/setup-ruby,450..999,911,2025-09-22T18:15:38Z,package.json,8,0,,,,,0
pubkey/eth-crypto,450..999,913,2025-09-21T06:10:40Z,package.json,52,2,"GHSA-hc6q-2mpp-qw7j,GHSA-4vvj-4cpr-p986","CVE-2024-43788,CVE-2023-28154",6.4,"CRITICAL,MODERATE",0
mattiasw/ExifReader,450..999,909,2025-09-20T17:25:34Z,package.json,23,2,"GHSA-9jgg-88mc-972h,GHSA-4v9v-hfq4-rm2v","CVE-2025-30359,CVE-2025-30360",,"MODERATE,MODERATE",0
mulesoft/api-console,450..999,909,2025-09-11T16:58:56Z,package.json,54,7,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-7fh5-64p2-3v2j,GHSA-52f5-9888-hmc6,GHSA-rv95-896h-c2vc,GHSA-44fp-w29j-9vj5,GHSA-gcx4-mw62-g8wm","CVE-2025-47935,CVE-2024-29041,CVE-2024-43796,CVE-2024-45590,CVE-2025-54798,CVE-2023-44270,CVE-2024-47068","6.1,5.0,7.5","MODERATE,HIGH,HIGH,MODERATE,LOW,HIGH,LOW",0
0-RTT/telegraph,450..999,909,2025-09-20T01:17:48Z,package.json,0,0,,,,,0
nestcn/docs.nestjs.cn,450..999,909,2025-09-17T14:41:53Z,package.json,9,0,,,,,0
ahmadawais/Emoji-Log,450..999,908,2025-09-22T05:46:17Z,package.json,4,0,,,,,0
secureCodeBox/secureCodeBox,450..999,909,2025-09-22T11:44:05Z,package.json,60,2,GHSA-vp56-6g26-6827,"CVE-2022-2596,CVE-2023-3676","8.8,5.9",MODERATE,0
fluid-player/fluid-player,450..999,902,2025-09-22T00:51:40Z,package.json,19,5,"GHSA-c2qf-rxjj-qqgw,GHSA-4vvj-4cpr-p986,GHSA-9jgg-88mc-972h,GHSA-hc6q-2mpp-qw7j,GHSA-4v9v-hfq4-rm2v","CVE-2024-43788,CVE-2025-30359,CVE-2025-30360,CVE-2023-28154,CVE-2022-25883","6.4,5.3","CRITICAL,MODERATE,MODERATE,MODERATE,HIGH",0
sbs20/scanservjs,450..999,908,2025-09-19T13:32:28Z,package.json,28,18,"GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-64vr-g452-qvp3,GHSA-rv95-896h-c2vc,GHSA-356w-63v5-8wf4,GHSA-p2ph-7g93-hw3m,GHSA-qw6h-vgh9-j6wx,GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3,GHSA-8jhw-289h-jh2g,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-92r3-m2mg-pj97,GHSA-x8qp-wqqm-57ph,GHSA-c24v-8rfc-w8vw,GHSA-9r9m-ffp6-9x4v,GHSA-xcj6-pq6g-qj4x","CVE-2025-31125,CVE-2025-46565,CVE-2025-24010,CVE-2025-31486,CVE-2025-27597,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-30208,CVE-2025-58752,CVE-2024-43796,CVE-2024-29041,CVE-2024-23331,CVE-2025-53892,CVE-2024-31207,CVE-2023-49293,CVE-2025-32395,CVE-2024-52809","5.0,5.3","MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",16
tngoman/Store-POS,450..999,908,2025-09-21T02:17:27Z,package.json,47,16,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-w532-jxjh-hjhj,GHSA-m5pj-vjjf-4m3h,GHSA-8jh9-wqpf-q52c,GHSA-339j-hqgx-qrrx,GHSA-8mvj-3j78-4qmw,GHSA-44fp-w29j-9vj5,GHSA-gxr4-xjj5-5px2,GHSA-9wcg-jrwf-8gg7,GHSA-25hc-qcg6-38wj,MAL-2025-22760,GHSA-j383-35pm-c5h4,GHSA-w4m6-x6c2-j5c9,GHSA-rm36-94g8-835r,GHSA-jpcq-cgw6-v4j6","CVE-2022-1537,CVE-2022-0436,CVE-2025-47935,CVE-2024-45590,CVE-2025-29907,CVE-2021-23395,CVE-2020-7699,CVE-2022-27261,BIT-drupal-2020-11022,CVE-2020-11023,CVE-2024-43796,CVE-2020-7729,CVE-2025-57810,CVE-2020-11022,BIT-drupal-2020-11023,CVE-2024-38355","7.5,7.3,7.5,5.0,7.8,6.9,7.5","HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,HIGH,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,CRITICAL,HIGH",6
