repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
fastify/fastify-kafka,50..65,65,2025-09-21T08:58:59Z,package.json,8,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
shehza-d/teaching-web-at-SMIT-B11,50..65,65,2025-08-30T17:12:05Z,package.json,85,15,"GHSA-4hjh-wcwx-xvwj,GHSA-8jhw-289h-jh2g,GHSA-jqfw-vq24-v9c3,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-9cwx-2883-4wfx,GHSA-64vr-g452-qvp3,GHSA-vg7j-7cwx-8wgw,GHSA-4r4m-qw57-chr8,GHSA-jr5f-v2jv-69x6,GHSA-xcj6-pq6g-qj4x,GHSA-356w-63v5-8wf4,GHSA-vg6x-rcgg-rjx6","CVE-2024-45812,CVE-2025-32395,CVE-2025-31486,CVE-2024-57965,CVE-2025-23061,CVE-2025-31125,CVE-2024-31207,CVE-2025-30208,CVE-2025-24010,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2025-58754,CVE-2024-45811,CVE-2025-27152","5.3,5.3,5.3,5.3,0.0","CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH,HIGH,HIGH,HIGH",42
kamanfaiz/CF-Domain-AutoCheck,50..65,65,2025-09-22T05:30:28Z,package.json,0,0,,,,,0
meilisearch/vuepress-plugin-meilisearch,50..65,65,2025-09-22T16:25:54Z,package.json,19,2,"GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx","CVE-2024-6783,CVE-2024-9506",,"MODERATE,LOW",0
AnEntrypoint/hyper-nat,50..65,65,2025-09-13T10:23:04Z,package.json,6,0,,,,,0
antoniomuso/lz4-napi,50..65,65,2025-09-12T12:00:05Z,package.json,24,1,GHSA-67mh-4wv8-2f99,,,MODERATE,0
rspack-contrib/build-tools-performance,50..65,65,2025-09-23T02:10:46Z,package.json,68,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58751,CVE-2025-58752",5.3,"LOW,LOW",0
deddyrumapea/typingmeter,50..65,65,2025-09-22T04:28:01Z,package.json,0,0,,,,,0
piscinajs/fastify-piscina,50..65,65,2025-09-03T20:25:17Z,package.json,8,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
itcon-pty-au/stremio-ai-search,50..65,65,2025-09-19T01:32:41Z,package.json,10,0,,,,,0
qoomon/smart-life-webapp,50..65,65,2025-09-22T10:28:57Z,package.json,13,0,,,,,0
brody4hire/react-native-module-init,50..65,65,2025-03-20T06:07:01Z,package.json,27,1,,CVE-2023-33955,4.3,,0
szenius/notion-burndown,50..65,65,2025-09-23T01:51:47Z,package.json,15,4,"GHSA-7r3h-m5j6-3q42,GHSA-wc69-rhjr-hc9g,GHSA-56x4-j7p9-fcf9,GHSA-v78c-4p63-2j6c","CVE-2022-35954,CVE-2022-31129",7.5,"HIGH,LOW,MODERATE,MODERATE",0
nuxt-contrib/tib,50..65,65,2025-02-28T08:04:58Z,package.json,46,8,"GHSA-mpwj-fcr6-x34c,GHSA-hm92-vgmw-qfmx,GHSA-4vvj-4cpr-p986,GHSA-hc6q-2mpp-qw7j,GHSA-gcx4-mw62-g8wm,GHSA-g3ch-rx76-35fx,GHSA-cm22-4g7w-348p","CVE-2024-43788,CVE-2025-9308,CVE-2023-26156,CVE-2024-47068,CVE-2024-6783,CVE-2024-43800,CVE-2023-28154,CVE-2021-4435","3.3,5.0,6.4,6.1","HIGH,MODERATE,LOW,MODERATE,CRITICAL,MODERATE,HIGH",0
rustic-ai/rustic-ui-components,50..65,65,2025-09-22T22:18:37Z,package.json,84,0,,,,,0
TinyTapeout/vga-playground,50..65,65,2025-09-21T17:22:59Z,package.json,7,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58751,CVE-2025-58752",5.3,"LOW,LOW",0
ABypassTeam/SafeTransaction,50..65,65,2025-09-21T23:35:43Z,package.json,0,0,,,,,0
cycjimmy/swiper-animation,50..65,65,2025-09-05T09:00:38Z,package.json,24,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
holasoymalva/guia-de-algoritmos-y-estructuras-de-datos,50..65,65,2025-09-12T20:01:24Z,package.json,0,0,,,,,0
rufftruffles/spameater,50..65,65,2025-09-23T00:03:44Z,package.json,0,0,,,,,0
kalimahapps/vue-icons,50..65,65,2025-09-21T02:10:46Z,package.json,26,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58751,CVE-2025-58752",5.3,"LOW,LOW",0
GNOME/polari,50..65,65,2025-09-23T09:48:31Z,package.json,2,0,,,,,0
duolingo/pre-commit-hooks,50..65,65,2025-07-22T18:13:23Z,package.json,0,0,,,,,0
Rizwan17/reactjs-blog,50..65,65,2025-04-18T08:26:41Z,package.json,7,0,,,,,0
delphiki/lovelace-pronote,50..65,65,2025-09-21T09:54:47Z,package.json,42,5,"GHSA-gcx4-mw62-g8wm,GHSA-93f3-23rq-pjfp,GHSA-x2pg-mjhr-2m5x","CVE-2020-15095,CVE-2024-47068,CVE-2022-31051,CVE-2020-26226,CVE-2021-39134","8.2,6.1,8.1,8.1,8.1,8.1,6.1","MODERATE,MODERATE,HIGH",0
sadteams/bot-md,50..65,65,2025-09-09T03:26:02Z,package.json,68,23,"GHSA-wf5p-g6vw-rhxx,GHSA-qw6h-vgh9-j6wx,GHSA-m7xq-9374-9rvx,GHSA-v78c-4p63-2j6c,GHSA-cvv5-9h9w-qp2m,GHSA-7xhv-mpjw-422f,GHSA-fjxv-7rqg-78g4,GHSA-4hjh-wcwx-xvwj,GHSA-25hc-qcg6-38wj,GHSA-rv95-896h-c2vc,GHSA-gx6r-qc2v-3p3v,GHSA-56x4-j7p9-fcf9,GHSA-v4rh-8p82-6h5w,GHSA-h8hf-x3f4-xwgp,GHSA-mhxj-85r3-2x55,GHSA-f825-f98c-gj3g,GHSA-9m93-w8w6-76hh,GHSA-vg7j-7cwx-8wgw,GHSA-jr5f-v2jv-69x6,GHSA-p8p7-x288-28g6","BIT-mongoose-2023-3696,CVE-2023-42810,CVE-2022-36313,CVE-2023-3696,CVE-2023-45857,CVE-2024-38355,CVE-2025-23061,CVE-2020-7661,CVE-2024-29041,CVE-2022-2564,CVE-2021-34083,CVE-2025-27152,BIT-mongoose-2022-2564,CVE-2025-58754,CVE-2024-56334,CVE-2024-43796,CVE-2022-24304,CVE-2025-7783,CVE-2024-57965,CVE-2023-28155,CVE-2022-21195,CVE-2024-53900,CVE-2021-23567","10.0,5.5,5.3,8.1,5.0,0.0","LOW,MODERATE,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,HIGH,MODERATE,CRITICAL,HIGH,HIGH,HIGH,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,LOW,MODERATE,HIGH,HIGH",10
SUSE/hackweek,50..65,65,2025-09-22T10:24:34Z,package.json,0,0,,,,,0
buildonspark/spark,50..65,65,2025-09-23T02:18:36Z,package.json,183,14,"GHSA-cj7v-w2c7-cp7c,GHSA-4342-x723-ch2f,GHSA-859w-5945-r5v3,GHSA-67mh-4wv8-2f99,GHSA-xv57-4mr9-wg8v,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-968p-4wvh-cqc8,GHSA-g4jq-h2w9-997c,GHSA-g5qg-72qw-gw5v,GHSA-356w-63v5-8wf4,GHSA-r2fc-ccr8-96c4,GHSA-xcj6-pq6g-qj4x","CVE-2025-32395,CVE-2025-57752,CVE-2025-31486,CVE-2025-57822,CVE-2025-58460,CVE-2024-29409,CVE-2025-31125,CVE-2025-27789,CVE-2025-30208,CVE-2025-49005,CVE-2025-58751,CVE-2025-58752,CVE-2025-55173,CVE-2025-46565","4.2,4.2,4.2,4.2,4.2,5.3","MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE",18
Alarisco/WPlace-AutoBOTV2-GuardBOT,50..65,65,2025-09-22T22:17:08Z,package.json,531,32,"GHSA-rm36-94g8-835r,GHSA-rc3x-jf5g-xvc5,GHSA-5v2h-r2cx-5xgj,GHSA-4xc9-xhrj-v574,GHSA-29mw-wpgm-hmr9,GHSA-fvqr-27wr-82fm,GHSA-p6mc-m468-83gw,GHSA-4gw3-8f77-f72c,GHSA-x5rq-j2xg-h7qm,GHSA-7x7c-qm48-pq9c,GHSA-ghr5-ch3p-vcr6,GHSA-vh95-rmgr-6w4m,GHSA-hc6q-2mpp-qw7j,GHSA-297x-8xj4-vcxv,GHSA-rrrm-qjm4-v8hf,GHSA-phwq-j96m-2c2q,GHSA-8mmm-9v2q-x3f9,GHSA-4859-gpc7-4j66,GHSA-6vfc-qv3f-vr6c,GHSA-35jh-r3h4-6jhm,GHSA-j383-35pm-c5h4,GHSA-jf85-cpcp-j695,GHSA-64g7-mvw6-v9qj,GHSA-67mh-4wv8-2f99,GHSA-m5pj-vjjf-4m3h,GHSA-4rq4-32rv-6wp6,GHSA-v6h2-p8h4-qcjw,GHSA-xvch-5gv4-984h,GHSA-pfrx-2q88-qq97,GHSA-4vvj-4cpr-p986,GHSA-gcx4-mw62-g8wm,GHSA-52f5-9888-hmc6","CVE-2021-44906,CVE-2019-1010266,CVE-2019-10744,CVE-2020-7760,CVE-2021-23495,CVE-2022-1537,CVE-2022-29078,CVE-2022-21670,CVE-2018-16487,CVE-2020-1481,CVE-2024-43788,CVE-2021-23337,CVE-2022-0144,CVE-2022-0437,CVE-2020-8141,CVE-2022-33987,CVE-2020-7598,CVE-2022-21681,CVE-2024-47068,CVE-2024-33883,CVE-2020-7729,CVE-2018-3721,CVE-2020-28500,CVE-2025-5889,CVE-2022-21680,CVE-2022-37611,CVE-2023-28154,CVE-2020-11052,CVE-2022-0436,CVE-2020-8203,CVE-2025-54798","9.8,8.8,5.4,6.1,6.1,5.4,7.5,6.1,5.3,6.1,6.1,6.1,8.3,6.1,8.8,6.1,9.8,7.1,6.1,7.8,6.4,7.2,6.1","MODERATE,MODERATE,CRITICAL,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,LOW,MODERATE,HIGH,HIGH,CRITICAL,MODERATE,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,CRITICAL,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,CRITICAL,MODERATE,CRITICAL,MODERATE,HIGH,MODERATE,HIGH,MODERATE,HIGH,HIGH",11
danielnixon/link-fixer,50..65,65,2025-09-16T11:35:19Z,package.json,15,0,,,,,0
ffurrer2/extract-release-notes,50..65,65,2025-09-23T04:56:33Z,package.json,18,1,,CVE-2020-1481,8.8,,2
nodejs/email,50..65,65,2025-09-04T16:49:46Z,package.json,6,1,GHSA-pp7h-53gx-mx7r,CVE-2020-8244,,MODERATE,0
bump-sh-examples/train-travel-api,50..65,65,2025-09-22T18:48:47Z,package.json,14,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
reportportal/service-ui,50..65,65,2025-09-22T11:31:59Z,package.json,162,5,"GHSA-rrrm-qjm4-v8hf,GHSA-5v2h-r2cx-5xgj,GHSA-wg85-p6j7-gp3w,GHSA-4hjh-wcwx-xvwj","CVE-2024-0647,CVE-2022-21681,CVE-2018-19057,CVE-2025-58754,CVE-2022-21680","7.5,4.3,7.5","HIGH,HIGH,MODERATE,HIGH",0
somiibo/facebook-bot,50..65,65,2025-09-23T02:19:18Z,package.json,1,0,,,,,0
FantasticFiasco/action-update-license-year,50..65,65,2025-09-13T23:47:34Z,package.json,12,0,,,,,0
MIT-LCP/physionet-build,50..65,65,2025-09-20T06:01:28Z,package.json,27,7,"GHSA-rc3x-jf5g-xvc5,GHSA-5v2h-r2cx-5xgj,GHSA-4vvj-4cpr-p986,GHSA-hc6q-2mpp-qw7j,GHSA-rrrm-qjm4-v8hf,GHSA-gcx4-mw62-g8wm,GHSA-7x7c-qm48-pq9c","CVE-2022-21680,CVE-2022-21681,CVE-2022-0437,CVE-2024-43788,CVE-2021-23495,CVE-2023-28154,CVE-2024-47068","6.1,5.4,7.5,6.4","HIGH,MODERATE,MODERATE,HIGH,HIGH,CRITICAL,MODERATE",0
TezosTaqueria/taqueria,50..65,64,2025-08-24T11:25:43Z,package.json,158,12,"GHSA-6h5x-7c5m-7cr7,GHSA-8cc4-rfj6-fhg4,GHSA-3h5v-q93c-6h6q,GHSA-859w-5945-r5v3,GHSA-f8mp-x433-5wpf,GHSA-fjxv-7rqg-78g4,GHSA-6fc8-4gx4-v693,GHSA-jqfw-vq24-v9c3,GHSA-vjh7-7g9h-fjfh,GHSA-3xgq-45jj-v275,GHSA-g4jq-h2w9-997c,GHSA-356w-63v5-8wf4","CVE-2025-32395,CVE-2024-21538,CVE-2023-7080,CVE-2025-7783,CVE-2024-37890,CVE-2022-1650,CVE-2021-32640,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2024-47829","8.1,5.3,5.3,8.5","CRITICAL,CRITICAL,HIGH,CRITICAL,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,CRITICAL,MODERATE",6
ghuntley/ghuntley-monorepo-retired,50..65,64,2024-08-15T21:59:23Z,package.json,7,2,"GHSA-mj46-r4gr-5x83,GHSA-c6f8-8r25-c4gc","CVE-2022-25863,CVE-2023-34238",,"HIGH,MODERATE",0
lemonicy/clashpost,50..65,64,2025-09-23T00:14:06Z,package.json,5,0,,,,,0
FameThemes/onepress,50..65,64,2025-09-19T04:44:08Z,package.json,32,3,"GHSA-rm36-94g8-835r,GHSA-m5pj-vjjf-4m3h,GHSA-j383-35pm-c5h4","CVE-2020-7729,CVE-2022-0436,CVE-2022-1537",7.8,"HIGH,MODERATE,HIGH",1
instant-dev/orm,50..65,64,2025-09-19T03:46:36Z,package.json,11,0,,,,,0
timescale/docs,50..65,64,2025-09-22T12:55:43Z,package.json,1,0,,,,,0
ovhemert/pino-stackdriver,50..65,64,2025-08-27T12:18:11Z,package.json,12,0,,,,,0
JoanEsquivel/appium-demo,50..65,64,2025-09-02T22:27:47Z,package.json,10,0,,,,,0
Echidna-Pentest/Echidna,50..65,64,2025-08-26T22:51:05Z,package.json,77,21,"GHSA-qw6h-vgh9-j6wx,GHSA-8hc4-vh64-cxmj,GHSA-2p57-rm9w-gvfp,GHSA-5j4c-8p2g-v4jx,GHSA-3h5v-q93c-6h6q,GHSA-g3ch-rx76-35fx,GHSA-4hjh-wcwx-xvwj,GHSA-3965-hpx2-q597,GHSA-jqfw-vq24-v9c3,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-9cwx-2883-4wfx,GHSA-64vr-g452-qvp3,GHSA-4r4m-qw57-chr8,GHSA-968p-4wvh-cqc8,GHSA-jr5f-v2jv-69x6,GHSA-xcj6-pq6g-qj4x,GHSA-356w-63v5-8wf4,GHSA-vg6x-rcgg-rjx6","CVE-2025-32395,CVE-2025-31486,CVE-2025-58751,CVE-2024-45812,CVE-2024-43796,CVE-2024-6783,CVE-2024-36361,CVE-2024-57965,CVE-2025-24010,CVE-2025-58752,CVE-2025-46565,CVE-2024-9506,CVE-2025-30208,CVE-2025-27152,CVE-2025-58754,CVE-2024-45811,CVE-2024-29415,CVE-2024-39338,CVE-2025-31125,CVE-2025-27789,CVE-2024-37890","5.3,0.0,5.0,0.0","MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH",10
kanasimi/CeJS,50..65,64,2025-09-15T12:31:20Z,package.json,0,0,,,,,0
sindresorhus/is-npm,50..65,64,2025-09-17T06:02:33Z,package.json,3,0,,,,,0
dekdevy/hordes-loc,50..65,64,2025-09-18T20:02:02Z,package.json,3,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
jelastic-jps/wordpress-cluster,50..65,64,2025-07-28T13:12:35Z,package.json,0,0,,,,,0
DarkYasiyaNew/YASIYA-MD,50..65,64,2025-09-23T10:54:19Z,package.json,61,2,"GHSA-cvv5-9h9w-qp2m,GHSA-4hjh-wcwx-xvwj","CVE-2024-56334,CVE-2025-58754",7.5,"HIGH,HIGH",0
BrockReece/vue-wasm,50..65,64,2025-04-18T20:19:14Z,package.json,44,7,"GHSA-5j4c-8p2g-v4jx,GHSA-4v9v-hfq4-rm2v,GHSA-9jgg-88mc-972h,GHSA-c2qf-rxjj-qqgw,GHSA-cf66-xwfp-gvc4,GHSA-pgr8-jg6h-8gw6,GHSA-g3ch-rx76-35fx","CVE-2025-30360,CVE-2025-30359,CVE-2024-6783,CVE-2024-9506,CVE-2022-25883,CVE-2018-14732","5.3,7.5","HIGH,MODERATE,MODERATE,LOW,HIGH,MODERATE,MODERATE",0
chadwpalm/Lumunarr,50..65,64,2025-09-21T14:23:00Z,package.json,39,13,"GHSA-wf5p-g6vw-rhxx,GHSA-44fp-w29j-9vj5,GHSA-qw6h-vgh9-j6wx,GHSA-8hc4-vh64-cxmj,GHSA-4pg4-qvpc-4q3h,GHSA-fjgf-rc76-4x9p,GHSA-g5hg-p3ph-g8qg,GHSA-qwcr-r2fm-qrc7,GHSA-4hjh-wcwx-xvwj,GHSA-rv95-896h-c2vc,GHSA-jr5f-v2jv-69x6,MAL-2025-21003,GHSA-p8p7-x288-28g6","CVE-2025-7338,CVE-2024-43796,CVE-2025-48997,CVE-2024-45590,CVE-2023-45857,CVE-2024-39338,CVE-2023-28155,CVE-2025-47935,CVE-2024-29041,CVE-2025-58754,CVE-2025-27152,CVE-2025-47944","7.5,5.0,7.5,7.5","MODERATE,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,MODERATE,UNKNOWN,MODERATE,LOW,HIGH,MODERATE,HIGH,HIGH,HIGH",0
ThePansmith/CABIN,50..65,64,2025-09-21T23:03:31Z,package.json,10,0,,,,,0
vechain/token-registry,50..65,64,2025-09-22T07:46:17Z,package.json,7,4,"GHSA-8hc4-vh64-cxmj,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-27152,CVE-2024-57965,CVE-2024-39338,CVE-2025-58754",0.0,"HIGH,HIGH,HIGH",0
linkedin/linkedin.github.com,50..65,64,2025-09-02T15:22:47Z,package.json,0,0,,,,,0
marmelab/react-admin-crm,50..65,64,2025-09-08T08:45:35Z,package.json,0,0,,,,,0
Tiledesk/tiledesk-chatbot,50..65,64,2025-09-19T13:10:00Z,package.json,40,28,"GHSA-wf5p-g6vw-rhxx,GHSA-qw6h-vgh9-j6wx,GHSA-m7xq-9374-9rvx,GHSA-qwcr-r2fm-qrc7,GHSA-g644-9gfx-q4q4,GHSA-4hjh-wcwx-xvwj,GHSA-qwph-4952-7xr6,GHSA-ch3r-j5x3-6q2m,GHSA-whpj-8f3w-67p5,GHSA-rv95-896h-c2vc,GHSA-xj72-wvfv-8985,GHSA-8cf7-32gw-wr33,GHSA-cchq-frgv-rjh5,GHSA-7jxr-cg7f-gpgv,GHSA-h8hf-x3f4-xwgp,GHSA-qrpm-p2h7-hrv2,GHSA-mwcw-c2x4-8c55,GHSA-f825-f98c-gj3g,GHSA-9m93-w8w6-76hh,GHSA-vp56-6g26-6827,GHSA-p5gc-c584-jj6v,GHSA-vg7j-7cwx-8wgw,GHSA-jr5f-v2jv-69x6,GHSA-hjrf-2m68-5959","BIT-mongoose-2023-3696,CVE-2021-23566,CVE-2023-29199,CVE-2023-3696,CVE-2022-2596,CVE-2023-45857,CVE-2023-37903,CVE-2025-23061,CVE-2022-23540,CVE-2023-32313,CVE-2022-23539,CVE-2024-29041,CVE-2022-2564,CVE-2025-27152,CVE-2023-32314,BIT-mongoose-2022-2564,CVE-2025-58754,CVE-2023-37466,CVE-2022-23541,CVE-2021-39134,CVE-2024-43796,CVE-2022-24304,CVE-2024-45590,CVE-2024-57965,CVE-2023-30547,CVE-2024-53900,CVE-2023-29017,CVE-2024-55565","7.5,7.5,9.8,10.0,5.0,7.5,10.0,5.0,5.9,4.0,0.0,5.9,8.2,7.5","MODERATE,HIGH,HIGH,HIGH,CRITICAL,CRITICAL,CRITICAL,MODERATE,CRITICAL,CRITICAL,CRITICAL,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,MODERATE,LOW,HIGH,CRITICAL,HIGH,CRITICAL,MODERATE,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,MODERATE,MODERATE,HIGH,MODERATE",3
netbootxyz/webapp,50..65,64,2025-09-20T00:22:03Z,package.json,16,1,MAL-2025-22760,,,UNKNOWN,0
checkout/checkout-sdk-node,50..65,64,2025-09-17T07:34:13Z,package.json,25,2,GHSA-4hjh-wcwx-xvwj,"CVE-2024-57965,CVE-2025-58754",0.0,HIGH,0
neurons-me/netget,50..65,64,2025-09-19T22:37:42Z,package.json,38,8,"GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-356w-63v5-8wf4,GHSA-xcj6-pq6g-qj4x,GHSA-vg6x-rcgg-rjx6","CVE-2025-24010,CVE-2025-32395,CVE-2025-30208,CVE-2025-31486,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2025-31125",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",34
webdetails/cde,50..65,64,2025-09-03T16:49:16Z,package.json,15,3,"GHSA-rc3x-jf5g-xvc5,GHSA-x3m3-4wpv-5vgc,GHSA-7x7c-qm48-pq9c","CVE-2021-23495,CVE-2022-0437,CVE-2024-38999",5.4,"HIGH,MODERATE,MODERATE",0
febinbellamy/CodeHub,50..65,64,2025-09-10T18:58:21Z,package.json,0,0,,,,,0
loke-dev/awesome-gridsome,50..65,64,2025-08-29T11:38:23Z,package.json,4,0,,,,,0
JamieMason/codemods,50..65,64,2025-04-03T23:46:01Z,package.json,3,0,,,,,0
nutteloost/simple-swipe-card,50..65,64,2025-09-23T12:49:08Z,package.json,14,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
jneilliii/OctoPrint-Tasmota,50..65,64,2025-09-09T00:34:27Z,package.json,0,0,,,,,0
bwinton/whimsy,50..65,64,2024-10-31T12:39:46Z,package.json,4,0,,,,,0
candraKriswinarto/react-crud-context-api,50..65,64,2025-07-03T08:23:08Z,package.json,10,1,GHSA-vc8w-jr9v-vj7f,CVE-2024-6531,,MODERATE,2
ExpTechTW/TREM-Lite,50..65,64,2025-09-10T23:58:13Z,package.json,20,1,GHSA-vmqv-hx8q-j7mg,CVE-2025-55305,,MODERATE,0
brendan-duncan/webgpu_recorder,50..65,64,2025-09-15T13:48:42Z,package.json,0,0,,,,,0
PieterL75/netbox_contextmenus,50..65,64,2025-09-15T18:55:49Z,package.json,0,0,,,,,0
coingecko/cryptoformat,50..65,64,2025-08-28T08:33:15Z,package.json,9,0,,,,,0
